frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
281,141,"[-8, 165, 171, 311]",,,,
281,137,"[315, 229, 543, 433]",,,,
281,130,"[616, 259, 691, 335]",,,,
281,127,"[648, 255, 998, 483]",,,,
281,111,"[512, 389, 646, 592]","[559.15869140625, 508.3133239746094, 620.2352523803711, 547.3340454101562]",0.7977752089500427,138,0.9583167433738708
282,150,"[189, 279, 300, 425]",,,,
282,142,"[-7, 244, 170, 356]",,,,
282,141,"[-6, 164, 167, 311]",,,,
282,137,"[312, 229, 540, 434]","[382.4940948486328, 318.54815673828125, 456.4537811279297, 344.27547454833984]",0.692969560623169,NA51AR0502,0.7201523184776306
282,130,"[615, 258, 691, 335]",,,,
282,127,"[647, 254, 999, 484]","[868.6365509033203, 362.43865966796875, 950.7386474609375, 393.2093200683594]",0.7407479882240295,KA01NS4956,0.7881858944892883
282,111,"[513, 393, 647, 596]",,,,
